Time,S&P500
8/27/18,2897.52
8/28/18,2914.04
8/29/18,2901.13
8/30/18,2901.52
8/31/18,2901.52
9/1/18,2901.52
9/2/18,2901.52
9/3/18,2901.52
9/4/18,2896.72
9/5/18,2888.6
9/6/18,2878.05
9/7/18,2871.68
9/8/18,2871.68
9/9/18,2871.68
9/10/18,2877.13
9/11/18,2887.89
9/12/18,2888.92
9/13/18,2904.18
9/14/18,2904.98
9/15/18,2904.98
9/16/18,2904.98
9/17/18,2850.13
9/18/18,2857.05
9/19/18,2862.96
9/20/18,2861.82
9/21/18,2856.98
9/22/18,2874.69
9/23/18,2874.69
9/24/18,2874.69
9/25/18,2896.74
9/26/18,2897.52
9/27/18,2914.04
9/28/18,2901.13
9/29/18,2901.52
9/30/18,2896.74
10/1/18,2897.52
10/2/18,2914.04
10/3/18,2901.13
10/4/18,2901.52
10/5/18,2888.6
10/6/18,2878.05
10/7/18,2871.68
10/8/18,2871.68
10/9/18,2871.68
10/10/18,2877.13
10/11/18,2887.89
10/12/18,2888.92
10/13/18,2904.18
10/14/18,2904.98
10/15/18,2904.98
10/16/18,2904.98
10/17/18,2888.8
10/18/18,2904.31
10/19/18,2907.95
10/20/18,2930.75
10/21/18,2929.67
10/22/18,2929.67
10/23/18,2929.67
10/24/18,2919.37
10/25/18,2915.56
10/26/18,2905.97
10/27/18,2914
10/28/18,2913.98
10/29/18,2913.98
10/30/18,2913.98
10/31/18,2913.98
11/1/18,2924.59
11/2/18,2923.43
11/3/18,2925.51
11/4/18,2901.61
11/5/18,2885.57
11/6/18,2885.57
11/7/18,2885.57
11/8/18,2884.43
11/9/18,2880.34
11/10/18,2785.68
11/11/18,2728.37
11/12/18,2767.13
11/13/18,2767.13
11/14/18,2767.13
11/15/18,2750.79
11/16/18,2809.92
11/17/18,2809.21
11/18/18,2768.78
11/19/18,2767.78
11/20/18,2755.88
11/21/18,2740.69
11/22/18,2656.1
11/23/18,2705.57
11/24/18,2658.69
11/25/18,2641.25
11/26/18,2682.63
11/27/18,2711.74
11/28/18,2740.37
11/29/18,2723.06
11/30/18,2738.31
12/1/18,2755.45
12/2/18,2813.89
12/3/18,2806.83
12/4/18,2781.01
12/5/18,2726.22
12/6/18,2722.18
12/7/18,2701.58
12/8/18,2730.2
12/9/18,2736.27
12/10/18,2690.73
12/11/18,2641.89
12/12/18,2649.93
12/13/18,2649.93
12/14/18,2649.93
12/15/18,2632.56
12/16/18,2673.45
12/17/18,2682.17
12/18/18,2743.79
12/19/18,2737.76
12/20/18,2760.17
12/21/18,2790.37
12/22/18,2700.06
12/23/18,2700.06
12/24/18,2700.06
12/25/18,2695.95
12/26/18,2633.08
12/27/18,2637.72
12/28/18,2636.78
12/29/18,2651.07
12/30/18,2650.54
12/31/18,2599.95
1/1/19,2545.94
1/2/19,2546.16
1/3/19,2506.96
1/4/19,2467.42
1/5/19,2416.62
1/6/19,2351.1
1/7/19,2695.95
1/8/19,2633.08
1/9/19,2637.72
1/10/19,2636.78
1/11/19,2651.07
1/12/19,2650.54
1/13/19,2599.95
1/14/19,2545.94
1/15/19,2546.16
1/16/19,2506.96
1/17/19,2467.42
1/18/19,2416.62
1/19/19,2351.1
1/20/19,2510.03
1/21/19,2447.89
1/22/19,2531.94
1/23/19,2549.69
1/24/19,2574.41
1/25/19,2584.96
1/26/19,2596.64
1/27/19,2596.26
1/28/19,2582.61
1/29/19,2610.3
1/30/19,2616.1
1/31/19,2635.96
2/1/19,2670.71
2/2/19,2510.03
2/3/19,2447.89
2/4/19,2531.94
2/5/19,2549.69
2/6/19,2574.41
2/7/19,2584.96
2/8/19,2596.64
2/9/19,2596.26
2/10/19,2582.61
2/11/19,2610.3
2/12/19,2616.1
2/13/19,2635.96
2/14/19,2670.71
2/15/19,2610.3
2/16/19,2616.1
2/17/19,2635.96
2/18/19,2670.71
2/19/19,2670.71
2/20/19,2670.71
2/21/19,2416.62
2/22/19,2416.62
2/23/19,2416.62
2/24/19,2351.1
2/25/19,2351.1
2/26/19,2467.7
2/27/19,2488.83
2/28/19,2485.74
3/1/19,2803.69
3/2/19,2803.69
3/3/19,2803.69
3/4/19,2792.81
3/5/19,2789.65
3/6/19,2771.45
3/7/19,2748.93
3/8/19,2743.07
3/9/19,2743.07
3/10/19,2743.07
3/11/19,2783.3
3/12/19,2791.52
3/13/19,2810.92
3/14/19,2808.48
3/15/19,2822.48
3/16/19,2822.48
3/17/19,2822.48
3/18/19,2832.94
3/19/19,2832.57
3/20/19,2824.23
3/21/19,2854.88
3/22/19,2800.71
3/23/19,2800.71
3/24/19,2800.71
3/25/19,2798.36
3/26/19,2818.46
3/27/19,2805.37
3/28/19,2815.44
3/29/19,2834.4
3/30/19,2834.4
3/31/19,2834.4
4/1/19,2867.19
4/2/19,2867.24
4/3/19,2873.4
4/4/19,2879.39
4/5/19,2892.74
4/6/19,2892.74
4/7/19,2892.74
4/8/19,2895.77
4/9/19,2878.2
4/10/19,2888.21
4/11/19,2888.32
4/12/19,2907.41
4/13/19,2907.41
4/14/19,2907.41
4/15/19,2905.58
4/16/19,2907.06
4/17/19,2900.45
4/18/19,2905.03
4/19/19,2905.03
4/20/19,2905.03
4/21/19,2905.03
4/22/19,2907.97
4/23/19,2933.68
4/24/19,2927.25
4/25/19,2926.17
4/26/19,2939.88
4/27/19,2939.88
4/28/19,2939.88
4/29/19,2943.03
4/30/19,2945.83
5/1/19,2923.73
5/2/19,2917.52
5/3/19,2945.64
5/4/19,2945.64
5/5/19,2945.64
5/6/19,2932.47
5/7/19,2884.05
5/8/19,2879.42
5/9/19,2870.72
5/10/19,2881.4
5/11/19,2881.4
5/12/19,2881.4
5/13/19,2811.87
5/14/19,2834.41
5/15/19,2850.96
5/16/19,2876.32
5/17/19,2859.53
5/18/19,2859.53
5/19/19,2859.53
5/20/19,2840.23
5/21/19,2864.36
5/22/19,2856.27
5/23/19,2822.24
5/24/19,2826.06
5/25/19,2826.06
5/26/19,2826.06
5/27/19,2826.06
5/28/19,2802.39
5/29/19,2783.02
5/30/19,2788.86
5/31/19,2752.06
6/1/19,2752.06
6/2/19,2752.06
6/3/19,2744.45
6/4/19,2803.27
6/5/19,2826.15
6/6/19,2843.49
6/7/19,2873.34
6/8/19,2873.34
6/9/19,2873.34
6/10/19,2886.73
6/11/19,2885.72
6/12/19,2879.84
6/13/19,2891.64
6/14/19,2886.98
6/15/19,2886.98
6/16/19,2886.98
6/17/19,2889.67
6/18/19,2917.75
6/19/19,2926.46
6/20/19,2954.18
6/21/19,2950.46
6/22/19,2950.46
6/23/19,2950.46
6/24/19,2945.35
6/25/19,2917.38
6/26/19,2913.78
6/27/19,2924.92
6/28/19,2941.76
6/29/19,2941.76
6/30/19,2941.76
7/1/19,2964.33
7/2/19,2973.01
7/3/19,2995.82
7/4/19,2995.82
7/5/19,2990.41
7/6/19,2990.41
7/7/19,2990.41
7/8/19,2975.95
7/9/19,2979.63
7/10/19,2993.07
7/11/19,2999.91
7/12/19,3013.77
7/13/19,3013.77
7/14/19,3013.77
7/15/19,3014.3
7/16/19,3004.04
7/17/19,2984.42
7/18/19,2995.11
7/19/19,2976.61
7/20/19,2976.61
7/21/19,2976.61
7/22/19,2985.03
7/23/19,3005.47
7/24/19,3019.56
7/25/19,3003.67
7/26/19,3025.86
7/27/19,3025.86
7/28/19,3025.86
7/29/19,3020.97
7/30/19,3013.18
7/31/19,2980.38
8/1/19,2953.56
8/2/19,2932.05
8/3/19,2932.05
8/4/19,2932.05
8/5/19,2844.74
8/6/19,2881.77
8/7/19,2883.98
8/8/19,2938.09
8/9/19,2918.65
8/10/19,2918.65
8/11/19,2918.65
8/12/19,2883.75
8/13/19,2926.32
8/14/19,2840.6
8/15/19,2847.6
8/16/19,2888.68
8/17/19,2888.68
8/18/19,2888.68
8/19/19,2923.65
8/20/19,2900.51
8/21/19,2924.43
8/22/19,2922.95
8/23/19,2847.11
8/24/19,2847.11
8/25/19,2847.11
8/26/19,2878.38
8/27/19,2869.16
8/28/19,2887.94
8/29/19,2924.58
8/30/19,2926.46
8/31/19,2926.46
9/1/19,2926.46
9/2/19,2926.46
9/3/19,2906.27
9/4/19,2937.78
9/5/19,2976
9/6/19,2978.71
9/7/19,2978.71
9/8/19,2978.71
9/9/19,2978.43
9/10/19,2979.39
9/11/19,3000.93
9/12/19,3009.57
9/13/19,3007.39
