Time,DOGE / USD Denominated Closing Price
2014-01-23,0.001540752607872
2014-01-24,0.00188793909497604
2014-01-25,0.00193674865363413
2014-01-26,0.00193674865363413
2014-01-27,0.00161774405065511
2014-01-28,0.00165098289165354
2014-01-29,0.00157883500556973
2014-01-30,0.00163919961236558
2014-01-31,0.00191973786109596
2014-02-01,0.00149632397055897
2014-02-02,0.00140906920583811
2014-02-03,0.00129119588539605
2014-02-04,0.00110371657165547
2014-02-05,0.00127397427334897
2014-02-06,0.00127516086832846
2014-02-07,0.00109581976106534
2014-02-08,0.00111139897354386
2014-02-09,0.00127857526151186
2014-02-10,0.00145203013915664
2014-02-11,0.00175365819531153
2014-02-12,0.00176099283059951
2014-02-13,0.00149321111489207
2014-02-14,0.00156941545193003
2014-02-15,0.00150531545044539
2014-02-16,0.00144579790775787
2014-02-17,0.00139524945783682
2014-02-18,0.00135206576786553
2014-02-19,0.0012907280834787
2014-02-20,0.00117909739804667
2014-02-21,0.00108778452179066
2014-02-22,0.00127161065751418
2014-02-23,0.00112975943254572
2014-02-24,0.000989275654741549
2014-02-25,0.000949379807511342
2014-02-26,0.00122016308652809
2014-02-27,0.00115798650757006
2014-02-28,0.00103842540236149
2014-03-01,0.00105855749226297
2014-03-02,0.000973492575396943
2014-03-03,0.00108387981130163
2014-03-04,0.00104784853126213
2014-03-05,0.00106608128625164
2014-03-06,0.00101168523702691
2014-03-07,0.000922514234385868
2014-03-08,0.000870133760294682
2014-03-09,0.000877593078371186
2014-03-10,0.00077819091062808
2014-03-11,0.0007731752835977
2014-03-12,0.000924314322556196
2014-03-13,0.000865935509221471
2014-03-14,0.000866596183438564
2014-03-15,0.000840139927734544
2014-03-16,0.000843404608927581
2014-03-17,0.000772936776510445
2014-03-18,0.000760205330459686
2014-03-19,0.000764352890441538
2014-03-20,0.000720234131822783
2014-03-21,0.00068775713089034
2014-03-22,0.000677907035154648
2014-03-23,0.000684880761232927
2014-03-24,0.000663599634622893
2014-03-25,0.000652534044412638
2014-03-26,0.000611074840342608
2014-03-27,0.000499791801364502
2014-03-28,0.00052714069057525
2014-03-29,0.000620129091748747
2014-03-30,0.000524670402743552
2014-03-31,0.000499262149095369
2014-04-01,0.000521416252776859
2014-04-02,0.000460913573187266
2014-04-03,0.000453935563034775
2014-04-04,0.000464600577174261
2014-04-05,0.000468628253715741
2014-04-06,0.000463699624777318
2014-04-07,0.000456214500238582
2014-04-08,0.000452922187863506
2014-04-09,0.000446302008070913
2014-04-10,0.000342293387952477
2014-04-11,0.000448207601494243
2014-04-12,0.000418703598861994
2014-04-13,0.000387216959138223
2014-04-14,0.000442202808476597
2014-04-15,0.000570523059787203
2014-04-16,0.000691600149509963
2014-04-17,0.000638871850730389
2014-04-18,0.000586626536074168
2014-04-19,0.000625487622141713
2014-04-20,0.00061926600143243
2014-04-21,0.000607663126967212
2014-04-22,0.000584115011652363
2014-04-23,0.00057749736946796
2014-04-24,0.000588353998415933
2014-04-25,0.000512141388224481
2014-04-26,0.000477325234363824
2014-04-27,0.000452005000973977
2014-04-28,0.000487147745401585
2014-04-29,0.000501891298020599
2014-04-30,0.000500041775448625
2014-05-01,0.000504394906282055
2014-05-02,0.000494113908859361
2014-05-03,0.000494113908859361
2014-05-04,0.000463955488277161
2014-05-05,0.000449682467128288
2014-05-06,0.000455264183770302
2014-05-07,0.000469411624094365
2014-05-08,0.000466919590657263
2014-05-09,0.000488782872132844
2014-05-10,0.00047872604275252
2014-05-11,0.00045253043701628
2014-05-12,0.000450155319345765
2014-05-13,0.000443395832735242
2014-05-14,0.000455801975310059
2014-05-15,0.000449355193315437
2014-05-16,0.000445057275125866
2014-05-17,0.000452199601262837
2014-05-18,0.000451432267852133
2014-05-19,0.000438456759672706
2014-05-20,0.00047516132170075
2014-05-21,0.000459605258476912
2014-05-22,0.000419807868689873
2014-05-23,0.000402485118284758
2014-05-24,0.000428212654088294
2014-05-25,0.000418518094921099
2014-05-26,0.000364047526275859
2014-05-27,0.000390398017292516
2014-05-28,0.000402410312630964
2014-05-29,0.000386670260321489
2014-05-30,0.000367801575980664
2014-05-31,0.000334454182313162
2014-06-01,0.000404013561045237
2014-06-02,0.000395743742706253
2014-06-03,0.000389224565037429
2014-06-04,0.000356519043706801
2014-06-05,0.000348867543088475
2014-06-06,0.000358828945417676
2014-06-07,0.000361385252047183
2014-06-08,0.000362036278886394
2014-06-09,0.000355529054266511
2014-06-10,0.000389918257543298
2014-06-11,0.00042564574552854
2014-06-12,0.000367071255391826
2014-06-13,0.000376138349815897
2014-06-14,0.000374113650116891
2014-06-15,0.000365629280771479
2014-06-16,0.000359900659713819
2014-06-17,0.00036255496073422
2014-06-18,0.000350968879802954
2014-06-19,0.00034795855607035
2014-06-20,0.000343088283220339
2014-06-21,0.000349730966206897
2014-06-22,0.000329799048451198
2014-06-23,0.000318451274705408
2014-06-24,0.000302245286855015
2014-06-25,0.000264251286578025
2014-06-26,0.000290145166581142
2014-06-27,0.000294582547856623
2014-06-28,0.00027341953993571
2014-06-29,0.000258361422916423
2014-06-30,0.00027185308649495
2014-07-01,0.000254544675330787
2014-07-02,0.000227954421712449
2014-07-03,0.000226244686195617
2014-07-04,0.000239449093838384
2014-07-05,0.000222159209281971
2014-07-06,0.000240514607115204
2014-07-07,0.000224227792425482
2014-07-08,0.000267636288893368
2014-07-09,0.000274968323479828
2014-07-10,0.00026510482541204
2014-07-11,0.000267326363899809
2014-07-12,0.000273163693947294
2014-07-13,0.00027028001583289
2014-07-14,0.000250760133352821
2014-07-15,0.000254993186575102
2014-07-16,0.000236781788052856
2014-07-17,0.000262505693871477
2014-07-18,0.000245992554704851
2014-07-19,0.000266606237675163
2014-07-20,0.000243846983722969
2014-07-21,0.00024031552794313
2014-07-22,0.000216938142562829
2014-07-23,0.000223118214038574
2014-07-24,0.000215923582501329
2014-07-25,0.000210552480011689
2014-07-26,0.000218255856859731
2014-07-27,0.000212967159906487
2014-07-28,0.000204618216823769
2014-07-29,0.000204642121280913
2014-07-30,0.000192140099702683
2014-07-31,0.000203691446683226
2014-08-01,0.000208786778744885
2014-08-02,0.000206415041540035
2014-08-03,0.000200638228365414
2014-08-04,0.000204129846926028
2014-08-05,0.000186171628884293
2014-08-06,0.000180028406006753
2014-08-07,0.000174059617850946
2014-08-08,0.000165941844055045
2014-08-09,0.000159247262175233
2014-08-10,0.000164494454436208
2014-08-11,0.000144778390221214
2014-08-12,0.000167575984846852
2014-08-13,0.000153353273942636
